post_id,user_name,post_type,post_country,post_language,likes_cnt,comments_cnt,saved_cnt,genre,hash_tags,description
6551d630-2ede-4a67-80a3-d3ae0d4a5468,alice_wonder,Text,Canada,German,981,403,170,Cooking,"['kitchen', 'homemade']","A post related to cooking featuring kitchen, homemade."
7599a6f0-a645-4d07-ba2b-87dda234643f,alice_wonder,Video,India,Hindi,732,351,179,Travel,"['beach', 'sunset', 'nature', 'adventure']","A post related to travel featuring beach, sunset."
5b436fbd-0e0d-4e9b-9423-19a1bb6a7347,john_doe,Link,USA,German,745,58,170,Tech,"['machinelearning', 'data']","A post related to tech featuring machinelearning, data."
b6606f18-4a85-424f-84dd-ca1bf54d3d40,mark_smith,Link,Canada,Hindi,819,170,273,Tech,"['python', 'AI', 'machinelearning', 'coding']","A post related to tech featuring python, AI."
cc62afac-d3c2-4cd5-ba1b-232951d1d21d,jane_doe,Video,Australia,French,175,50,247,Travel,"['sunset', 'nature', 'beach']","A post related to travel featuring sunset, nature."
bd9f5e58-749e-4e8f-8e3c-edc234197379,jane_doe,Text,Germany,Hindi,904,175,10,Cooking,"['homemade', 'recipe', 'baking', 'food']","A post related to cooking featuring homemade, recipe."
b17abd35-dced-4ff4-9109-4dedbffff1ce,jane_doe,Text,India,French,117,175,155,Cooking,"['homemade', 'baking']","A post related to cooking featuring homemade, baking."
1a391d80-ffa2-475e-8498-62f3669156b6,bob_builder,Link,Australia,English,804,453,72,Education,"['students', 'books']","A post related to education featuring students, books."
dc7ad844-ee4a-4e7e-a789-1fa8a6f7144d,bob_builder,Link,Australia,Hindi,152,4,250,Travel,"['vacation', 'adventure']","A post related to travel featuring vacation, adventure."
a88cfdfc-1515-4e58-ba32-ff4501f05ecf,lucy_heart,Image,Germany,English,705,165,11,Education,"['learning', 'books', 'classroom', 'students']","A post related to education featuring learning, books."
1b9ad19c-1e45-4cbb-bd89-93b5e0553d9e,john_doe,Link,Germany,German,101,416,207,Fitness,"['workout', 'health', 'training', 'yoga']","A post related to fitness featuring workout, health."
90a5091a-4674-4b6b-a348-fde065e4511a,bob_builder,Text,Australia,English,811,126,272,Tech,"['machinelearning', 'coding', 'AI']","A post related to tech featuring machinelearning, coding."
93f82ffb-46d1-4ac2-bc8a-fc4e5b007950,alice_wonder,Text,USA,English,806,191,208,Nature,"['wildlife', 'flowers']","A post related to nature featuring wildlife, flowers."
b1ba73b6-89e1-4153-b8ec-073c222635a2,mark_smith,Link,USA,Spanish,706,162,61,Travel,"['beach', 'nature', 'sunset']","A post related to travel featuring beach, nature."
30337744-8bb4-4e58-8212-f47d9f999819,alice_wonder,Video,Canada,Hindi,536,263,144,Travel,"['vacation', 'sunset', 'adventure']","A post related to travel featuring vacation, sunset."
5fef3ada-f69f-4e11-a984-4247ed650a9a,bob_builder,Image,Australia,French,171,107,282,Cooking,"['kitchen', 'recipe']","A post related to cooking featuring kitchen, recipe."
84b15672-94ff-45d3-97ed-7124caadb5e6,john_doe,Image,India,French,579,500,144,Travel,"['sunset', 'vacation', 'adventure', 'nature']","A post related to travel featuring sunset, vacation."
8ec93f33-d997-4df4-b979-48266319c937,jane_doe,Video,Germany,German,684,74,129,Cooking,"['kitchen', 'homemade']","A post related to cooking featuring kitchen, homemade."
f557af14-06eb-4a30-b5c2-0977618ab6b5,mark_smith,Video,Canada,German,267,434,1,Travel,"['adventure', 'sunset']","A post related to travel featuring adventure, sunset."
8ddacf31-68e4-4b5d-8104-21606bf4772b,lucy_heart,Link,Australia,Spanish,143,192,59,Education,"['coding', 'learning', 'books', 'classroom']","A post related to education featuring coding, learning."
bdbed5e7-54d7-4f80-a38c-ec440531dde0,mark_smith,Link,Canada,English,219,489,237,Tech,"['python', 'AI', 'coding']","A post related to tech featuring python, AI."
67d79da7-559b-4523-ab66-ce5810bc5e48,bob_builder,Image,Canada,English,781,53,57,Nature,"['wildlife', 'forest']","A post related to nature featuring wildlife, forest."
616bbcaf-117b-4e86-bf6c-fb1225e6a0c3,alice_wonder,Text,India,Hindi,80,343,246,Travel,"['sunset', 'vacation', 'nature', 'beach']","A post related to travel featuring sunset, vacation."
efee94b8-72c4-4d88-b101-ffde0b1a3b15,alice_wonder,Video,Germany,Hindi,259,121,44,Education,"['classroom', 'students']","A post related to education featuring classroom, students."
fe9d5587-7848-46e7-8456-1b40d858967f,alice_wonder,Video,USA,Spanish,404,67,10,Travel,"['vacation', 'sunset']","A post related to travel featuring vacation, sunset."
7f8084d6-3137-44b5-ad37-b64392db712c,alice_wonder,Image,Canada,French,687,219,81,Cooking,"['homemade', 'kitchen']","A post related to cooking featuring homemade, kitchen."
846d1748-f10f-4b50-9aa2-406d256ce41f,jane_doe,Video,USA,Hindi,238,54,54,Nature,"['wildlife', 'mountains', 'river']","A post related to nature featuring wildlife, mountains."
e6b07521-8a28-4e6a-a1f5-76d72dc4f673,john_doe,Text,Canada,German,155,454,284,Travel,"['sunset', 'beach']","A post related to travel featuring sunset, beach."
f2ac3d35-22b6-4746-b28f-bb6973962929,bob_builder,Image,Australia,Spanish,856,286,258,Cooking,"['baking', 'recipe']","A post related to cooking featuring baking, recipe."
c7326130-6800-46bb-86fb-f2f9f225fd40,lucy_heart,Video,USA,Spanish,100,461,143,Nature,"['flowers', 'wildlife', 'mountains']","A post related to nature featuring flowers, wildlife."
18a69342-b7c1-4134-a1a6-189e76232415,bob_builder,Image,India,German,440,251,129,Fitness,"['yoga', 'training']","A post related to fitness featuring yoga, training."
e71a3966-7041-4e9c-97ac-5356370694d4,lucy_heart,Link,Canada,German,499,342,135,Tech,"['AI', 'coding', 'python']","A post related to tech featuring AI, coding."
34474e00-2f96-473a-a90d-0ddf27f3cc63,john_doe,Text,Australia,German,813,282,225,Nature,"['river', 'forest', 'mountains']","A post related to nature featuring river, forest."
512c1fab-ac0c-4452-ab1d-5c8ae6cb3722,lucy_heart,Link,Canada,English,793,398,48,Cooking,"['recipe', 'baking', 'kitchen', 'food']","A post related to cooking featuring recipe, baking."
46e86b0b-8aff-442b-8cb9-0bfebafa0c84,bob_builder,Image,Australia,English,749,150,225,Education,"['students', 'learning', 'classroom']","A post related to education featuring students, learning."
4dec1807-08ec-42d1-a405-e60c11e2db34,john_doe,Image,Canada,French,848,453,129,Nature,"['mountains', 'flowers']","A post related to nature featuring mountains, flowers."
3743bfc4-270c-461f-af19-48d503502017,jane_doe,Video,USA,English,178,210,130,Travel,"['sunset', 'vacation', 'nature']","A post related to travel featuring sunset, vacation."
a4cacec2-f965-491d-a6e8-11731c2c43fd,alice_wonder,Link,India,German,72,354,207,Fitness,"['yoga', 'workout', 'running']","A post related to fitness featuring yoga, workout."
9578d71a-48e8-4e41-a9fa-ada8fedad2fa,alice_wonder,Image,Canada,Spanish,82,249,186,Travel,"['vacation', 'beach', 'nature']","A post related to travel featuring vacation, beach."
b4f595d2-2fab-43fa-a135-d2404c18bf05,john_doe,Image,Australia,German,992,168,34,Travel,"['beach', 'sunset', 'vacation']","A post related to travel featuring beach, sunset."
45e2db82-7b7b-4ee7-9e30-615d276124f3,jane_doe,Text,Canada,Hindi,581,180,103,Tech,"['AI', 'data', 'python']","A post related to tech featuring AI, data."
b287b661-643b-426b-844a-f6300e5184dd,alice_wonder,Video,India,French,206,190,238,Travel,"['nature', 'adventure']","A post related to travel featuring nature, adventure."
b5dbae80-c7ee-4e22-bc4f-9b6086182484,jane_doe,Video,Australia,French,457,199,212,Education,"['students', 'learning']","A post related to education featuring students, learning."
a4b6282c-f536-4c15-b1e3-4fd4cc77c6eb,bob_builder,Link,USA,French,200,356,10,Education,"['students', 'classroom', 'books', 'coding']","A post related to education featuring students, classroom."
53845e32-58c1-46dd-8ebf-5605b5d04fd1,bob_builder,Link,Canada,English,103,97,210,Nature,"['river', 'mountains']","A post related to nature featuring river, mountains."
9b23b901-e022-4fcd-a716-e53d7f6d7a7d,alice_wonder,Image,Canada,French,959,292,265,Fitness,"['running', 'yoga']","A post related to fitness featuring running, yoga."
b127a04e-ab11-44f2-a2d7-28ecf24ea5f5,mark_smith,Text,Australia,Spanish,200,320,175,Tech,"['python', 'AI', 'machinelearning', 'coding']","A post related to tech featuring python, AI."
8dcb4765-8d05-49f4-87d3-698ea06ff90f,mark_smith,Text,Canada,Hindi,124,308,43,Nature,"['wildlife', 'river', 'mountains', 'flowers']","A post related to nature featuring wildlife, river."
f1ae666a-dadb-404e-a303-ad7d65d4d003,jane_doe,Video,India,Spanish,479,492,185,Fitness,"['health', 'workout', 'running']","A post related to fitness featuring health, workout."
bcfafbc2-68dd-4469-acc5-31347ff530fe,alice_wonder,Image,Germany,German,424,44,219,Education,"['books', 'learning']","A post related to education featuring books, learning."
db4e2522-9019-47b4-ae42-32b077769429,bob_builder,Video,Australia,Hindi,639,29,140,Cooking,"['recipe', 'baking', 'food']","A post related to cooking featuring recipe, baking."
6880012f-619d-48c6-824f-5d11b8ebf86d,bob_builder,Link,Canada,Hindi,450,36,5,Cooking,"['recipe', 'kitchen', 'food']","A post related to cooking featuring recipe, kitchen."
65eb5b7f-c50b-4f29-a6aa-31728f4e2bf7,mark_smith,Video,Australia,German,94,227,74,Fitness,"['workout', 'yoga', 'health']","A post related to fitness featuring workout, yoga."
63f8370c-9ae4-4a5f-aead-c4cc471dcbec,mark_smith,Video,India,English,140,293,287,Fitness,"['yoga', 'running']","A post related to fitness featuring yoga, running."
0080a35c-b975-4c9d-8bed-a8fc8989646f,alice_wonder,Link,India,Spanish,495,368,74,Tech,"['data', 'python', 'machinelearning', 'coding']","A post related to tech featuring data, python."
ad31061a-fb9d-481c-ad42-0d7cde8b8b49,john_doe,Image,Germany,English,786,400,47,Fitness,"['running', 'training', 'yoga', 'workout']","A post related to fitness featuring running, training."
74fb5b00-3eb5-45cc-89c0-6955120f1b4f,lucy_heart,Text,USA,German,588,477,21,Cooking,"['homemade', 'recipe']","A post related to cooking featuring homemade, recipe."
497e27b4-8676-4e9a-84e6-6b08bceb2f58,john_doe,Image,India,Spanish,587,203,90,Nature,"['wildlife', 'mountains', 'forest']","A post related to nature featuring wildlife, mountains."
7a6c5971-e676-4639-aa6c-7c28bd39649a,bob_builder,Image,USA,German,231,408,122,Tech,"['machinelearning', 'data', 'coding']","A post related to tech featuring machinelearning, data."
f9dac633-4aea-4d17-9018-d3673725f8b7,jane_doe,Image,Australia,Spanish,877,267,66,Travel,"['sunset', 'beach', 'nature', 'vacation']","A post related to travel featuring sunset, beach."
0d1f5f18-296d-47e9-8861-e458e9b8c51f,mark_smith,Text,Australia,Spanish,800,211,234,Education,"['learning', 'students', 'coding']","A post related to education featuring learning, students."
6c494c3d-1412-46e9-9a19-f02a3e39e51f,mark_smith,Link,USA,French,292,274,95,Travel,"['sunset', 'beach', 'vacation', 'adventure']","A post related to travel featuring sunset, beach."
3b1db99f-15e4-45d1-8709-4268d2d18dbb,alice_wonder,Text,USA,French,953,59,252,Fitness,"['training', 'workout']","A post related to fitness featuring training, workout."
425e1318-40cc-41f4-b289-8860b0bf0f38,alice_wonder,Image,Germany,English,638,447,49,Tech,"['AI', 'python', 'machinelearning', 'data']","A post related to tech featuring AI, python."
78bec22c-8d98-452e-a787-590a5425a6f4,jane_doe,Link,USA,English,985,8,249,Travel,"['beach', 'vacation']","A post related to travel featuring beach, vacation."
bb6fc1db-3663-48ad-8f25-5c7a6c994a6c,lucy_heart,Text,India,English,36,338,73,Nature,"['forest', 'flowers', 'mountains']","A post related to nature featuring forest, flowers."
70f044b6-696e-4490-adc3-01b4202803b1,jane_doe,Link,USA,French,585,152,215,Fitness,"['running', 'training', 'workout']","A post related to fitness featuring running, training."
5bf09823-a17e-4b0b-833f-38101c2bf66f,bob_builder,Text,India,French,493,464,195,Education,"['students', 'classroom']","A post related to education featuring students, classroom."
